name,OH,filling,center,sigma_c,skewness,kurtosis,local_Pauling,IonizationPotential,ElectronAffinity,Pauling,WorkFunction,dBandCenter,AtomicRadius,OrbitalRadius
Pd-Pd3M-Ti,0.848474,0.921729872,-2.0747461609999998,1.523255011,0.650761595,4.06532287,2.1229144090000003,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-V,1.0046899999999999,0.9221150220000001,-2.102343805,1.541832237,0.597452309,3.995159035,2.13500636,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Cr,1.058144,0.9180896479999999,-1.85938333,1.4792463319999998,0.542224032,4.097005558999999,2.13890365,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Co,1.074999,0.915753295,-1.969499675,1.556326378,0.431910653,3.7963181410000004,2.165689534,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Ni,1.055259,0.913592672,-1.869474116,1.52282385,0.423726455,3.8353206319999997,2.169120853,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Cu,1.064919,0.917925604,-1.813970861,1.492623433,0.423477345,3.901440777,2.167982503,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Zn,1.064449,0.920784797,-1.8223489959999999,1.463595165,0.344058652,4.251223073999999,2.137611647,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Ga,0.998157,0.9234091879999999,-1.881319688,1.494450677,0.311280613,5.127054103,2.157487411,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Zr,0.84139,0.923457282,-1.9004918240000002,1.4692229119999998,0.857262181,4.7865309069999995,2.09201877,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Nb,0.950469,0.9193789379999999,-2.17030264,1.5531615419999998,0.7115625870000001,4.165547139,2.131043972,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Mo,0.9273899999999999,0.916957404,-2.112487144,1.532801527,0.5847589470000001,3.972726816,2.195966891,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Ru,0.930945,0.914548679,-1.912569772,1.4995172890000001,0.42876388299999996,3.817362733,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Rh,0.950082,0.917119256,-1.810204556,1.4647812930000002,0.417200135,3.936253185,2.207872028,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Ag,0.992907,0.9186025440000001,-1.596535332,1.373857174,0.37937525200000005,4.354588487,2.171381551,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-In,1.0007629999999998,0.9261678790000001,-1.692102099,1.386944285,-0.0017454389999999999,8.703711563999999,2.15388451,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Sn,0.91776,0.9277480770000001,-1.7421400409999999,1.399713885,0.290257992,5.625174834,2.174733377,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-La,1.028133,0.9245264809999999,-1.4354897919999998,1.256265953,1.038552848,6.176436487,2.052672581,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Ta,0.9636040000000001,0.9194391740000001,-2.210003881,1.606736727,0.7449401920000001,4.270341351,2.117334815,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-W,0.9352860000000001,0.916850924,-2.298699927,1.616421561,0.602072107,3.974940008,2.215499279,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Re,0.9342590000000001,0.916954458,-2.2071608680000003,1.602875619,0.47709359799999995,3.78500093,2.167982503,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Os,0.9189370000000001,0.916642368,-2.063650729,1.571700765,0.40367195100000003,3.7509087639999996,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Ir,0.937127,0.9159029590000001,-1.8772715830000002,1.504886575,0.364128064,3.873838157,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Au,0.944069,0.919784395,-1.60729436,1.3902378919999998,0.312857247,4.326565512,2.2318437380000002,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Tl,0.952643,0.927853771,-1.615952917,1.356247784,-0.063276573,8.281185729,2.13369291,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Pb,0.906582,0.9279467309999999,-1.594482865,1.322475171,0.202564925,6.7040065339999995,2.212666725,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd-Pd3M-Bi,1.000713,0.928151562,-1.6583001990000001,1.3632668330000002,-0.240445186,9.397069345,2.181300755,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pt-Pt3M-Ti,1.010892,0.882534557,-2.410907259,1.977216993,0.44148940600000003,3.31368169,2.192266939,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-V,1.00306,0.87720717,-2.451571242,2.010614073,0.38598347200000005,3.219856236,2.204753916,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Cr,1.086905,0.8773690559999999,-2.316274373,1.9828982309999998,0.33104216,3.24720347,2.208778525,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Mn,1.11399,0.874319485,-2.2334614619999997,1.963941433,0.329258838,3.268569619,2.193686346,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Co,1.1306559999999999,0.875142023,-2.389711519,2.048370994,0.273428235,3.1084936689999996,2.236439464,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Cu,1.1414309999999999,0.873912841,-2.228663062,1.9818961880000001,0.253254559,3.164150297,2.238807342,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Zn,1.1085209999999999,0.88092144,-2.272448788,1.945845558,0.252824434,3.363093884,2.207444314,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Ga,0.9984790000000001,0.880339743,-2.275099695,1.957417032,0.245491104,3.559442818,2.22796939,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Nb,0.984707,0.878712888,-2.363604783,1.962256565,0.488502933,3.3717720730000003,2.200662082,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Mo,0.970561,0.875471363,-2.3967796530000003,1.971528111,0.39958236,3.239330137,2.2677059390000003,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Ru,0.9915459999999999,0.875239092,-2.2636323380000003,1.9587002669999998,0.26934606899999997,3.207338855,2.271870804,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Rh,1.004139,0.8740055109999999,-2.201361609,1.943600922,0.251663812,3.2274959460000003,2.28,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Pd,1.005933,0.876004455,-2.10775449,1.8982386619999998,0.238194047,3.252885205,2.271870804,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Ag,1.025871,0.8779245390000001,-2.013856435,1.834398466,0.226555062,3.379610511,2.2423174319999997,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-In,0.952816,0.8845245159999999,-2.098891052,1.8375026540000001,0.094399065,5.071776792,2.224248788,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Sn,0.91535,0.885095958,-2.0352030919999997,1.809877481,0.23860744399999997,3.975469632,2.245778757,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-La,0.923069,0.886890416,-1.751527845,1.621412965,0.586282464,4.323174964,2.119730412,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Ta,0.991821,0.8794997720000001,-2.378650115,2.009628446,0.520332864,3.421117135,2.1865050669999997,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-W,0.9959610000000001,0.875451247,-2.521651223,2.042177101,0.41835592,3.2199751269999997,2.287876422,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Re,0.986524,0.87609361,-2.516846987,2.055766031,0.33594852299999994,3.1243532189999996,2.238807342,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Os,0.957519,0.8767472,-2.3868879919999997,2.016146015,0.26752605,3.142616033,2.271870804,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Ir,0.987455,0.8758814559999999,-2.2440358380000003,1.961940667,0.225699603,3.19048307,2.271870804,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Au,0.966825,0.880550698,-2.002081783,1.836494377,0.193367772,3.37774555,2.304754831,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Tl,0.904781,0.883495912,-1.9877678490000001,1.790048708,0.043342020999999994,4.962589471,2.2033975580000003,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt-Pt3M-Bi,0.9473870000000001,0.889807692,-1.9383116280000001,1.7597606280000002,0.06797768,5.592415217,2.252560682,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Rh-Rh3M-Sc,0.57731,0.797408663,-1.444311759,1.775491369,0.49711850399999996,3.522065767,2.165186214,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ti,0.643193,0.801863048,-1.697319482,1.896515271,0.423261165,3.1209263010000003,2.192266939,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-V,0.168972,0.7908725999999999,-1.797375255,1.965435316,0.378668127,2.960296698,2.204753916,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Cr,0.697696,0.7916423429999999,-1.7770637269999998,1.970591913,0.330525412,2.959760357,2.208778525,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Mn,0.674981,0.7923520740000001,-1.7234116080000002,1.9589856959999998,0.297210537,2.99801583,2.193686346,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Co,0.631682,0.795126676,-1.709092091,1.934352165,0.289042777,3.008974026,2.236439464,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ni,0.62228,0.7962473170000001,-1.710316081,1.9242418609999998,0.280211424,3.034499887,2.23998288,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Cu,0.575603,0.79667497,-1.617440194,1.878171834,0.261615595,3.104961815,2.238807342,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Zn,0.652371,0.802579574,-1.5762089259999998,1.8538562840000001,0.23482920899999998,3.3048546589999996,2.207444314,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ga,0.6614770000000001,0.7973743670000001,-1.5869457969999998,1.87440014,0.191948797,3.703540897,2.22796939,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Y,0.423545,0.79392371,-1.311930244,1.643021801,0.566427219,3.971072828,2.141792263,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Zr,0.590861,0.798325915,-1.48877344,1.781909433,0.529615731,3.520880485,2.160361984,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Nb,0.5692189999999999,0.792153219,-1.6481303459999999,1.8821381069999998,0.43837703899999997,3.1395511369999998,2.200662082,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Mo,0.5756680000000001,0.789647793,-1.737334036,1.924897794,0.369814753,3.008452082,2.2677059390000003,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ru,0.5478,0.793162108,-1.7405456240000001,1.8985010830000002,0.293702507,3.064880528,2.271870804,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Pd,0.510634,0.795415181,-1.5992849580000001,1.811227058,0.24296309600000002,3.222875684,2.271870804,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ag,0.510894,0.798183102,-1.4816972640000001,1.746974826,0.24342736899999998,3.44722036,2.2423174319999997,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-In,0.568855,0.797387453,-1.438600485,1.7438232880000002,0.031009497999999996,5.342603313,2.224248788,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ta,0.549184,0.7938670809999999,-1.6483375569999998,1.9091050930000002,0.45086173700000004,3.191725768,2.1865050669999997,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-W,0.566578,0.791901228,-1.7674432830000002,1.9706425369999998,0.375418424,3.014280743,2.287876422,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Re,0.539871,0.791230192,-1.8383168680000002,2.001493549,0.303931601,2.941745811,2.238807342,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Ir,0.525968,0.790134578,-1.723623144,1.909215254,0.22039072899999998,3.107620165,2.271870804,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Pt,0.506425,0.789017139,-1.6105778640000001,1.8390689919999998,0.186923891,3.257606664,2.28,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Au,0.511173,0.7924645490000001,-1.5033250040000001,1.768913133,0.17285277100000002,3.4872296080000003,2.304754831,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh-Rh3M-Tl,0.523432,0.797942447,-1.4116482080000001,1.725156177,-0.011647188000000001,5.213106498,2.2033975580000003,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Ir-Ir3M-Sc,0.6148779999999999,0.7744779070000001,-1.788384099,2.250539283,0.227144929,2.84357762,2.096690385,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Ti,0.714775,0.773457438,-1.98110789,2.377973715,0.210311229,2.630024935,2.1229144090000003,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Ni,0.665647,0.772118463,-2.066493803,2.428908055,0.100401006,2.606411939,2.169120853,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Cu,0.604104,0.7749495759999999,-1.9712480369999998,2.3751962069999997,0.08348884,2.6466126,2.167982503,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Zn,0.725332,0.776392119,-1.901301405,2.341214122,0.070313655,2.7481933730000003,2.137611647,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Ga,0.656224,0.7784716629999999,-1.96965708,2.368837364,0.051226275999999994,2.897540415,2.157487411,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Y,0.445539,0.7736519390000001,-1.654236565,2.093741569,0.23240223399999999,3.065206965,2.074036504,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Zr,0.594006,0.7715074829999999,-1.7899473559999999,2.2347613369999997,0.24606679899999997,2.835988883,2.09201877,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Nb,0.640884,0.772533932,-1.990622296,2.350227477,0.23579797600000002,2.662710356,2.131043972,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Mo,0.626663,0.768854755,-2.092099514,2.401684601,0.2103953,2.582228814,2.195966891,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Ru,0.647628,0.768432989,-2.078216269,2.3901574269999997,0.121123276,2.593033965,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Rh,0.655798,0.768666665,-2.061055173,2.369302853,0.09426122099999999,2.63315668,2.207872028,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Pd,0.568477,0.771118675,-1.968638396,2.310743539,0.064164237,2.6967606710000003,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Ag,0.527291,0.773854589,-1.8255730940000001,2.232103247,0.051020797,2.812443721,2.171381551,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-La,0.317673,0.7725246179999999,-1.616280221,2.049907225,0.20418507,3.18698838,2.052672581,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Ta,0.644352,0.771110588,-1.977880808,2.376494348,0.246492805,2.682634115,2.117334815,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-W,0.599128,0.77006545,-2.1096649569999997,2.4392977940000002,0.225146307,2.58823213,2.215499279,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Re,0.649301,0.7698383000000001,-2.1827666690000003,2.478634654,0.181201748,2.5350921459999998,2.167982503,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Os,0.654029,0.767817557,-2.157291723,2.452725128,0.12588843,2.553765448,2.2,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Pt,0.560782,0.7697200059999999,-2.00665589,2.33527493,0.042004415999999996,2.709558518,2.207872028,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Au,0.490965,0.76972752,-1.859326157,2.256134187,0.016161653,2.828428567,2.2318437380000002,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Tl,0.5003770000000001,0.7738676729999999,-1.7491415330000002,2.183631239,-0.115723572,3.690992229,2.13369291,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Ir-Ir3M-Bi,0.340885,0.777799968,-1.7681704130000002,2.1516863390000003,-0.097847539,3.66892282,2.181300755,9.1,1.57,2.2,6.63,-2.11,1.5,1.08
Re-Re3M-Sc,-0.652021,0.5950801379999999,-0.5773832760000001,2.589528565,0.091686128,2.2578483830000002,1.837520241,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Ti,-0.388088,0.599286659,-0.652853025,2.6829086859999998,0.076173764,2.18206563,1.860502736,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-V,-0.196785,0.590159178,-0.726197676,2.7654115710000005,0.048264275,2.127330998,1.871100011,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Cr,-0.173208,0.5904088829999999,-0.778640193,2.8344418489999996,0.037146135,2.090736592,1.87451556,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Mn,-0.412425,0.589862369,-0.8629850379999999,2.888995608,0.033862859,2.075520417,1.861707339,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Co,-0.16868,0.592264965,-0.990455498,2.934668595,0.031140507,2.068337346,1.8979904630000002,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Ni,-0.277887,0.589821785,-1.031899352,2.92507601,0.021840362000000002,2.087403738,1.900997639,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Cu,-0.370345,0.589950133,-0.968255775,2.8522355,-0.001470474,2.147973764,1.9,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Zr,-0.43442200000000003,0.59279059,-0.518056262,2.566557655,0.079031412,2.263882866,1.833426081,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Nb,-0.259826,0.589238334,-0.579950495,2.659981362,0.063782369,2.199573269,1.86762741,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Mo,-0.12441700000000001,0.589997788,-0.645487382,2.736441254,0.031527589,2.141135573,1.9245252609999999,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Ru,0.06467200000000001,0.592100023,-0.8049149109999999,2.8355862519999997,-0.003191849,2.086292495,1.9280598409999998,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Rh,0.014990999999999999,0.5875143,-0.888945071,2.8500677339999996,-0.016494506000000003,2.107420437,1.934958815,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Pd,-0.047206,0.588224911,-0.9041676009999999,2.811186699,-0.033776554,2.160334998,1.9280598409999998,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Ag,-0.050423,0.590457419,-0.867558763,2.750431561,-0.059284218,2.245182195,1.902978895,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Ta,-0.24074299999999998,0.590552896,-0.595860176,2.671356136,0.069801078,2.218826809,1.855612831,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-W,-0.193473,0.591174851,-0.660778356,2.75098755,0.038779174,2.162702798,1.941643267,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Os,0.08729400000000001,0.5944270970000001,-0.808904203,2.8808202560000002,-0.015069843000000001,2.097400325,1.9280598409999998,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Ir,0.001003,0.59067465,-0.902995392,2.8801463889999996,-0.041143723,2.1294313,1.9280598409999998,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Re-Re3M-Pt,-0.062437,0.589098534,-0.927745442,2.84385632,-0.070425541,2.1939848790000003,1.934958815,7.88,0.15,1.9,5.88,-0.51,1.52,1.2
Au3M-Ni,1.4960719999999998,0.9630102220000001,-3.3172022219999997,1.5155181619999998,1.136476541,6.741046514,2.331812423,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Zn,1.3982379999999999,0.9694958909999999,-3.569188966,1.447055049,1.093408641,7.868282766,2.231663883,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Ru,1.372716,0.959839639,-3.312742408,1.521076927,1.128822247,6.112686406,2.4328224,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Rh,1.5276,0.9625249090000001,-3.143024922,1.4839922190000001,1.1127413179999999,6.254486795,2.459031294,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Pd,1.48496,0.9662421809999999,-3.0338730189999996,1.4528226869999998,1.035745057,6.161243927999999,2.4328224,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Ag,1.352419,0.9690434790000001,-3.383898283,1.4189866269999998,1.147511038,7.630098384,2.339110801,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Ir,1.540573,0.9601775659999999,-3.195538765,1.5418642319999998,1.052256549,5.944804866,2.4328224,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Au3M-Pt,1.521248,0.9638796620000001,-3.0489095980000003,1.505640659,0.989216568,5.921681042,2.459031294,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Pt3M-Cr,0.7755989999999999,0.879274362,-2.298514089,1.946243205,0.519234686,3.515815092,2.072940417,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Mn,0.800805,0.879657137,-2.1658111069999997,1.90755816,0.471018244,3.569681367,2.030738032,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Co,0.9373819999999999,0.8792221029999999,-2.361596993,1.9605224669999999,0.35267,3.3420252660000003,2.15179923,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Ni,0.9196489999999999,0.878217426,-2.245337605,1.9239081759999999,0.34425361600000004,3.373708616,2.162043378,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Cu,0.936376,0.884750123,-2.1589434119999997,1.885201348,0.32435690899999997,3.4160892539999996,2.1586412569999998,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Zn,0.867632,0.895210095,-2.220138048,1.874530181,0.23931962699999998,3.8570153489999996,2.069186214,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Ru,0.9197790000000001,0.8704838220000001,-2.291007617,1.940412246,0.359894993,3.2425587360000003,2.25569926,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Pd,0.885188,0.876883732,-2.050425684,1.8439846000000002,0.277339748,3.3197833269999997,2.25569926,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Ag,0.8874209999999999,0.8876622040000001,-1.985543514,1.791250704,0.21793634899999997,3.591287408,2.1688103919999997,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-In,0.5966090000000001,0.89355606,-2.106627939,1.875541051,-0.08189437,7.018267916,2.116802762,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Sn,0.8396040000000001,0.89550411,-2.167913475,1.8594982340000001,0.239710282,4.512258388,2.1788694730000002,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-La,-0.247531,0.8932616290000001,-1.850182321,1.683195683,1.1185822029999999,5.1246022589999995,1.83219713,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Re,1.078363,0.871857453,-2.7040685539999996,2.116235004,0.45374477700000004,3.196309648,2.1586412569999998,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Os,0.9979819999999999,0.871803495,-2.462326551,2.043921978,0.350000824,3.1766096760000004,2.25569926,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Ir,0.9792040000000001,0.871840023,-2.256747744,1.9692450559999999,0.265308857,3.210752455,2.25569926,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Au,0.9839629999999999,0.886954776,-1.9958083269999998,1.83980059,0.138494869,3.446224022,2.355073729,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Tl,0.778231,0.8935010859999999,-2.032165163,1.8360094630000001,-0.141770899,6.330152137000001,2.057827171,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pt3M-Bi,0.503124,0.8994053120000001,-2.214735126,1.8163205000000002,-0.079933773,6.65329654,2.19866875,9.0,2.13,2.28,6.74,-2.25,1.53,1.04
Pd3M-Ni,1.010688,0.915801469,-1.86182685,1.4815939830000002,0.529253916,4.210177798,2.108656732,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3M-Cu,1.044025,0.921558342,-1.783368175,1.459154529,0.49041607200000004,4.2284044419999995,2.105338619,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3M-Rh,0.951642,0.913152958,-1.8840137030000002,1.480331969,0.48128189,3.9794441989999996,2.223700689,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3M-Ag,1.0109489999999999,0.923247048,-1.584004514,1.3803042509999999,0.271636212,4.672581141,2.115256651,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3M-Os,1.0928,0.91157185,-2.292914853,1.6431309330000001,0.5000182320000001,3.773395942,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3M-Ir,1.0606229999999999,0.91099597,-2.007594626,1.569579118,0.388043123,3.8267935360000003,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3M-Au,1.074324,0.9220633,-1.615822789,1.43646114,0.146959906,4.384622643999999,2.296920647,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ni3M-Mn,-0.280464,0.872117358,-1.260627302,1.3708620319999998,0.6282846910000001,5.170914876,1.794001767,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3M-Co,-0.013994999999999999,0.8674840629999999,-1.512367864,1.402938693,0.46841514100000003,4.884401511,1.9009500780000002,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3M-Cu,0.501965,0.869374291,-1.228559902,1.329445843,0.349954521,5.20249352,1.9069944859999999,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
