name,filling,center,sigma_c,skewness,kurtosis,local_Pauling,IonizationPotential,ElectronAffinity,Pauling,WorkFunction,dBandCenter,AtomicRadius,OrbitalRadius
AuPt3-Au,0.963856321,-2.931503035,1.423546051,1.108997982,6.195316879,2.380643664,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
AuAu3-Au,0.968676482,-3.329924452,1.452737489,1.015633156,6.881269606,2.54,9.23,2.31,2.54,6.01,-3.56,1.59,1.01
Co3Sc-Sc-Co,0.792331305,-1.155724628,1.51744215,0.811490132,3.714122388,1.598999687,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Ti-Ti-Co,0.809714732,-1.048848832,1.492702815,0.657768146,3.518927016,1.701528724,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3V-V-Co,0.800171019,-1.137505005,1.554278122,0.489195583,3.256880016,1.750542773,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Cr-Cr-Co,0.777217925,-1.205462049,1.621533821,0.446478765,3.481223737,1.74139165,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Fe-Fe-Co,0.783561086,-1.267840475,1.692705401,0.409523401,3.375220795,1.854831529,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Co-Co-Co,0.779304241,-1.215828317,1.523422091,0.208236191,3.998128464,1.88,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Ni-Ni-Co,0.774607344,-1.426666964,1.714717185,0.325219623,3.281220187,1.898405298,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Cu-Cu-Co,0.780762696,-1.259145335,1.633953012,0.196100193,3.582384853,1.889973545,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Y-Y-Co,0.371695334,0.484864948,1.247533039,0.476618459,3.426281943,1.514463601,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Zr-Zr-Co,0.761482097,-0.934038856,1.604863712,0.962088104,4.029591531,1.611963078,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Nb-Nb-Co,0.787702176,-1.193558713,1.673310189,0.615618737,3.640711627,1.734358671,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Mo-Mo-Co,0.787877225,-1.208974689,1.543906319,0.463454049,3.548120849,1.980472482,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Ru-Ru-Co,0.765891425,-1.287599878,1.648778055,0.225598775,3.193685928,2.033715811,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Rh-Rh-Co,0.765169442,-1.361201018,1.686279667,0.216720815,3.124846408,2.070362287,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Pd-Pd-Co,0.773303862,-1.441242096,1.732397919,0.176012291,3.244182863,2.033715811,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Ag-Ag-Co,0.747851142,-1.157881607,1.564561595,0.131346778,3.779501672,1.904835951,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Ta-Ta-Co,0.788175839,-1.105779117,1.587624651,0.664057413,3.961755001,1.727360077,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3W-W-Co,0.776511694,-1.176544432,1.593643,0.470061555,3.771982145,2.047343231,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Re-Re-Co,0.767581739,-1.226158406,1.637862065,0.206151946,3.569933385,1.889973545,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Os-Os-Co,0.77158944,-1.319156931,1.682067485,-0.006638731,3.660332441,2.033715811,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Ir-Ir-Co,0.763776355,-1.446694425,1.745423592,-0.007664986,3.350764416,2.016033639,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Co3Pt-Pt-Co,0.770566744,-1.56608158,1.800281934,0.076769027,3.342969254,2.070362287,7.88,0.66,1.88,5.76,-1.17,1.39,0.76
Ni3Sc-Sc-Ni,0.888039758,-1.421972323,1.351692031,1.433360803,6.124028013,1.611707169,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Ti-Ti-Ni,0.887761554,-1.635603282,1.388323789,1.233733218,5.540509842,1.71505102,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3V-V-Ni,0.869027498,-1.679302828,1.420790055,1.011499456,5.065559669,1.76445459,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Cr-Cr-Ni,0.87901586,-1.634220673,1.436827168,0.839963056,4.869950916,1.78061787,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Mn-Mn-Ni,0.873789459,-1.597996954,1.417674036,0.657187967,4.878346548,1.720610357,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Fe-Fe-Ni,0.881468384,-1.483736017,1.389391078,0.653204785,5.133750113,1.869572144,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Co-Co-Ni,0.872302317,-1.521719424,1.410071418,0.493599806,4.866211871,1.894940632,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Ni-Ni-Ni,0.868233681,-1.413996971,1.374482538,0.458240577,4.934638423,1.91,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Cu-Cu-Ni,0.889411783,-1.119975027,1.295578277,0.200488167,5.638683379,1.904993438,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Y-Y-Ni,0.876502677,-1.172535257,1.34746853,1.708012436,6.828176435,1.488954417,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Zr-Zr-Ni,0.87910889,-1.463107777,1.433330752,1.214813811,5.446057735,1.593831861,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Nb-Nb-Ni,0.877974568,-1.600254723,1.502513379,0.945009542,4.91691804,1.748141871,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Mo-Mo-Ni,0.876703874,-1.382875476,1.32345453,0.698652646,5.02746195,2.000165865,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Ru-Ru-Ni,0.874407021,-1.516226664,1.462282574,0.189776257,4.735902403,2.049878045,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Rh-Rh-Ni,0.868356326,-1.350169477,1.41083372,0.073366965,4.870151816,2.086815756,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Pd-Pd-Ni,0.870563577,-1.280923869,1.39351279,0.104167781,4.986405679,2.049878045,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Ag-Ag-Ni,0.897074551,-1.064709158,1.279487491,-0.176134401,7.402096651,1.919973958,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3La-La-Ni,0.256382581,0.673000436,1.222197923,-1.225501027,27.32938019,1.449482666,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Ta-Ta-Ni,0.88066395,-1.391187168,1.389369419,0.972704433,5.50825717,1.744536565,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3W-W-Ni,0.876582685,-1.417762219,1.388844423,0.710401038,5.198509351,2.067701561,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Re-Re-Ni,0.864909369,-1.391156697,1.412775881,0.321990612,4.82048487,1.904993438,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Os-Os-Ni,0.874215325,-1.655781895,1.576889836,0.003271588,4.928554724,2.049878045,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Ir-Ir-Ni,0.867665666,-1.39232238,1.473888412,-0.214474968,5.168382187,2.049878045,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Ni3Pt-Pt-Ni,0.876566141,-1.393026218,1.477162247,-0.158589068,5.143661326,2.086815756,7.64,1.16,1.91,5.77,-1.29,1.38,0.71
Cu3Sc-Sc-Cu,0.969404991,-2.96161662,1.056015315,2.858550274,15.50649145,1.607482504,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Ti-Ti-Cu,0.969031465,-3.049773023,1.073226012,2.467812336,13.12918879,1.710555465,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3V-V-Cu,0.968127856,-2.864308408,1.114573572,2.111660476,11.03342598,1.759829537,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Mn-Mn-Cu,0.969232825,-2.678020485,1.108835394,1.63075969,9.9143171,1.71610023,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Fe-Fe-Cu,0.970439722,-2.561465144,1.06508602,1.512721817,9.912767024,1.864671553,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Co-Co-Cu,0.970147754,-2.385622249,1.075544534,1.193401276,8.659180174,1.889973545,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Ni-Ni-Cu,0.972368041,-2.19400352,1.072164189,1.178584781,8.331115067,1.904993438,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Cu-Cu-Cu,0.972218269,-2.382851666,1.04972135,1.120570468,9.924607231,1.9,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Y-Y-Cu,0.967624645,-2.897996646,1.045140695,2.972987315,16.75200738,1.560433476,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Zr-Zr-Cu,0.965258332,-3.085241949,1.137289965,2.619119773,13.6970964,1.58965405,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Nb-Nb-Cu,0.964397516,-3.090328731,1.189251225,2.143241128,10.95926579,1.743559577,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Mo-Mo-Cu,0.966572299,-2.672679276,1.11911492,1.659289467,9.498363206,2.025833162,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Ru-Ru-Cu,0.966671017,-2.319152954,1.147974777,0.88976822,7.317774025,2.04450483,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Rh-Rh-Cu,0.96904023,-2.122591045,1.118338465,0.770105136,7.396903876,2.081345719,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Pd-Pd-Cu,0.974843048,-1.988820888,1.089282345,0.58023413,7.43805623,2.04450483,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Ag-Ag-Cu,0.974880046,-2.41959064,1.049409374,0.385307575,10.84777244,1.914941252,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3La-La-Cu,0.967897022,-1.891067731,0.899958573,3.083428844,19.56841417,1.390332875,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Ta-Ta-Cu,0.967154596,-2.609200137,1.062174497,2.017933436,11.73539788,1.738822386,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3W-W-Cu,0.967042917,-2.467690278,1.063613985,1.525348594,9.665406934,2.060928864,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Re-Re-Cu,0.971176189,-2.590921873,1.157567918,0.870100233,6.701022847,1.9,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Os-Os-Cu,0.967394263,-2.467843708,1.213981668,0.619033921,7.372688048,2.04450483,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Ir-Ir-Cu,0.968223807,-2.243841832,1.188071944,0.355933622,7.277922775,2.04450483,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Pt-Pt-Cu,0.969460139,-1.95189833,1.154975831,0.177499007,7.214047702,2.081345719,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Cu3Au-Au-Cu,0.974573414,-2.041000145,1.075809741,0.143705117,9.261419949,2.118525249,7.73,1.24,1.9,5.3,-2.67,1.41,0.67
Ru3Sc-Sc-Ru,0.754342542,-1.151014432,1.791281929,0.642929227,2.838017769,1.729739865,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Ti-Ti-Ru,0.741546938,-1.169762792,2.082088356,0.660622518,2.72021091,1.840652058,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3V-V-Ru,0.717439473,-1.213288162,2.136552662,0.503417011,2.456264368,1.893673678,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Mn-Mn-Ru,0.706497012,-1.409769697,2.060184921,0.353854857,2.556971633,1.846618531,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Fe-Fe-Ru,0.715707702,-1.224140334,1.925038365,0.291599576,2.79278591,2.006489472,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Co-Co-Ru,0.726682169,-1.305649561,1.955904338,0.237323229,2.752548052,2.033715811,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Ni-Ni-Ru,0.719149479,-1.287560722,1.91560769,0.2619546,2.833927426,2.049878045,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Cu-Cu-Ru,0.712630701,-1.14088366,1.847565926,0.152594059,3.081030964,2.04450483,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Y-Y-Ru,0.749092434,-1.097194306,1.775101364,0.726456025,3.233438917,1.638291793,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Zr-Zr-Ru,0.717458724,-1.073939431,2.036196187,0.725022614,3.033568348,1.710555465,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Nb-Nb-Ru,0.727521345,-1.135224748,2.142895244,0.549280153,2.67740578,1.876166304,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Mo-Mo-Ru,0.720438936,-1.195539457,2.180663937,0.369374798,2.463984439,2.179908255,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Ru-Ru-Ru,0.705539272,-1.409575583,2.078104787,0.105847951,2.472162631,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Rh-Rh-Ru,0.712262734,-1.365682905,2.018589705,0.052174832,2.622381216,2.239642829,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Pd-Pd-Ru,0.705612171,-1.251036715,1.909820097,-0.017394782,2.819433607,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Ag-Ag-Ru,0.708727269,-1.059987416,1.837080868,-0.165123594,3.506843785,2.060582442,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3La-La-Ru,0.626368787,-0.394942863,1.782152831,0.675287424,3.431161024,1.555634919,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Ta-Ta-Ru,0.721373871,-1.155010235,2.229750597,0.524512638,2.740338691,1.816590212,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3W-W-Ru,0.717936239,-1.180638735,2.286964357,0.339228774,2.556798767,2.278596059,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Re-Re-Ru,0.718291488,-1.478718769,2.341638588,0.169337819,2.482790344,2.04450483,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Os-Os-Ru,0.713581266,-1.547443697,2.2792175,-0.008021345,2.553278205,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Ir-Ir-Ru,0.706961276,-1.468894005,2.190943195,-0.128656855,2.723957325,2.2,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Pt-Pt-Ru,0.707548203,-1.383924345,2.090190556,-0.186633634,2.905453388,2.239642829,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Ru3Au-Au-Ru,0.713301717,-1.193994676,1.961728203,-0.310244047,3.401419627,2.363895091,7.36,1.05,2.2,5.73,-1.41,1.48,1.05
Rh3Sc-Sc-Rh,0.814802121,-1.490381354,1.923166155,1.058005685,3.787031505,1.760908856,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Ti-Ti-Rh,0.816953471,-1.776522671,1.930025173,0.925597766,3.44776915,1.873819628,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3V-V-Rh,0.800135605,-1.811645179,1.975173077,0.778375663,3.167307127,1.92779667,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Mn-Mn-Rh,0.787338272,-1.844614553,1.911819733,0.590027384,3.16769239,1.879893614,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Fe-Fe-Rh,0.796503162,-1.432678863,1.804729247,0.480427183,3.340094037,2.042645344,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Co-Co-Rh,0.797338626,-1.57352127,1.840417188,0.432310449,3.263278457,2.070362287,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Ni-Ni-Rh,0.792589185,-1.540758596,1.803057621,0.452089766,3.333521942,2.086815756,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Cu-Cu-Rh,0.790658006,-1.324026109,1.736344563,0.334977264,3.505239955,2.081345719,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Y-Y-Rh,0.805997575,-1.342964397,1.849478863,1.065244692,3.959548559,1.726771371,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Zr-Zr-Rh,0.805707371,-1.532548686,1.955759988,0.937946468,3.570056163,1.741378764,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Nb-Nb-Rh,0.802049316,-1.674503681,2.025815284,0.78447203,3.248546014,1.909973822,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Mo-Mo-Rh,0.797147406,-1.806085625,2.041445408,0.604345689,2.990280301,2.219189041,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Ru-Ru-Rh,0.788654316,-1.764669312,1.931213068,0.315214483,2.957358537,2.239642829,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Rh-Rh-Rh,0.787190634,-1.676398578,1.87550915,0.255574308,3.111727326,2.28,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Pd-Pd-Rh,0.798837304,-1.488016932,1.77774911,0.193689168,3.272925222,2.239642829,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Ag-Ag-Rh,0.800031785,-1.276478242,1.719209612,0.015116755,3.903678062,2.09771304,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3La-La-Rh,0.774387946,-0.944376224,1.700171303,1.186061152,4.375658812,1.583666632,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Ta-Ta-Rh,0.801684507,-1.732734844,2.106291109,0.766038389,3.303107855,1.849324201,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3W-W-Rh,0.797005644,-1.858596381,2.142995928,0.579494144,3.055495126,2.319655147,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Re-Re-Rh,0.795168734,-2.009571799,2.158342409,0.374822544,2.908516659,2.081345719,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Os-Os-Rh,0.793565148,-1.968125128,2.114595275,0.196128425,2.943710958,2.239642829,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Ir-Ir-Rh,0.791979639,-1.846222337,2.021278198,0.071346129,3.096401204,2.239642829,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Pt-Pt-Rh,0.795148004,-1.610347775,1.916638269,-0.015072786,3.259631508,2.28,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Rh3Au-Au-Rh,0.794320742,-1.35726737,1.808190949,-0.151358578,3.687040056,2.406491222,7.46,1.14,2.28,5.91,-1.73,1.49,0.99
Pd3Sc-Sc-Pd,0.923673065,-2.753121758,1.543244946,1.817864852,7.172340735,1.729739865,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ti-Ti-Pd,0.924729495,-2.773775894,1.509748872,1.555253723,6.185716468,1.840652058,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3V-V-Pd,0.916461587,-2.634815148,1.565653955,1.333905565,5.343793958,1.893673678,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Cr-Cr-Pd,0.917645826,-2.539914228,1.556440506,1.200396625,5.058888338,1.91102067,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Mn-Mn-Pd,0.910904631,-2.481036557,1.549988976,1.049478304,4.884465037,1.846618531,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Fe-Fe-Pd,0.924047514,-2.22894769,1.46290618,0.914327949,5.08440588,2.006489472,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Co-Co-Pd,0.920146569,-2.203109039,1.482435653,0.777633694,4.685526709,2.033715811,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ni-Ni-Pd,0.920476096,-2.008313564,1.460229617,0.771908062,4.656561978,2.049878045,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Cu-Cu-Pd,0.927829048,-1.764359355,1.4245721,0.610399222,4.601516108,2.04450483,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Y-Y-Pd,0.920565002,-2.523317067,1.532306985,1.850752995,7.387338474,1.638291793,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Zr-Zr-Pd,0.915846388,-2.655561442,1.613857234,1.640559287,6.434294263,1.710555465,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Nb-Nb-Pd,0.913951632,-2.660311379,1.6480903,1.352900792,5.383986544,1.876166304,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Mo-Mo-Pd,0.914619785,-2.542168664,1.641907145,1.076080413,4.653546451,2.179908255,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ru-Ru-Pd,0.912018814,-2.289489995,1.55943139,0.623721291,3.877715455,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Rh-Rh-Pd,0.911256364,-2.026374334,1.50849993,0.548888995,4.041047024,2.239642829,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Pd-Pd-Pd,0.918604301,-1.716401605,1.426284036,0.393595673,3.988153141,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ag-Ag-Pd,0.930059529,-1.639161452,1.415901556,0.11404639,5.007992574,2.060582442,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3La-La-Pd,0.922715856,-2.460350426,1.487237846,1.730382572,7.718201311,1.616707942,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ta-Ta-Pd,0.912178624,-2.742840811,1.727602243,1.32858968,5.454171789,1.816590212,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3W-W-Pd,0.914047796,-2.669881938,1.741596905,1.040254782,4.701439202,2.278596059,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Re-Re-Pd,0.914655002,-2.692755792,1.767494084,0.722923035,4.057775946,2.04450483,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Os-Os-Pd,0.910970471,-2.534232735,1.737002974,0.446543147,3.767472498,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Ir-Ir-Pd,0.911931281,-2.243086036,1.648482265,0.302039654,3.863483301,2.2,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Pt-Pt-Pd,0.913799389,-1.868509287,1.550786009,0.149221083,3.923522408,2.239642829,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Pd3Au-Au-Pd,0.926125437,-1.683735762,1.503908322,-0.092041701,4.505426103,2.363895091,8.34,0.56,2.2,5.9,-1.83,1.52,0.94
Ag3Sc-Sc-Ag,0.977757514,-4.593612345,1.21609357,3.694907762,20.35387381,1.620123452,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Ti-Ti-Ag,0.981137615,-4.414807476,1.151770301,3.436709606,18.9722778,1.724006961,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3V-V-Ag,0.978955268,-4.263770495,1.222998563,3.222213844,16.88384712,1.773668515,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Cr-Cr-Ag,0.979737298,-4.201126652,1.211755555,3.294635066,18.05700724,1.789916199,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Mn-Mn-Ag,0.978475836,-4.330257776,1.232096387,3.132598039,17.38951603,1.729595328,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Fe-Fe-Ag,0.981258661,-4.119995335,1.156318114,3.049183509,17.64885555,1.879334989,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Co-Co-Ag,0.980609507,-3.976015407,1.189158111,2.785279593,15.52712122,1.904835951,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Ni-Ni-Ag,0.980679426,-3.806267772,1.178151539,2.821126492,15.5587005,1.919973958,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Cu-Cu-Ag,0.981267234,-4.037838116,1.179414785,2.798022533,16.33311266,1.914941252,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Y-Y-Ag,0.974833171,-4.569044379,1.253741462,3.827300626,21.25151238,1.534470593,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Zr-Zr-Ag,0.969348574,-4.521304289,1.29275643,3.486398529,18.52190661,1.602154799,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Nb-Nb-Ag,0.976743868,-4.320111088,1.289538957,3.19930717,16.46939661,1.757270611,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Mo-Mo-Ag,0.977086229,-4.249692322,1.287282994,2.824014801,14.09268225,2.041763943,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Ru-Ru-Ag,0.980692686,-3.773490611,1.198355645,2.262021719,11.72918827,2.060582442,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Rh-Rh-Ag,0.980403995,-3.587795947,1.178441841,2.274158217,11.79920112,2.09771304,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Pd-Pd-Ag,0.983729114,-3.501166196,1.123719344,2.227722719,12.02748519,2.060582442,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Ag-Ag-Ag,0.979921661,-3.975948387,1.130792263,2.415851835,16.56635697,1.93,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3La-La-Ag,0.975636515,-4.44281827,1.214322082,3.87829709,22.69415063,1.563131716,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Ta-Ta-Ag,0.974675207,-4.420562855,1.365297611,3.07911292,15.55337574,1.701469953,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3W-W-Ag,0.97539397,-4.345499692,1.377330373,2.706686179,13.29972669,2.134197742,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Re-Re-Ag,0.982773507,-4.151029049,1.251087342,1.910056127,8.873991524,1.914941252,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Os-Os-Ag,0.980826508,-3.838524131,1.258826836,2.010982239,11.08620862,2.060582442,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Ir-Ir-Ag,0.980017773,-3.678368768,1.249535677,1.898638356,10.53910214,2.060582442,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Pt-Pt-Ag,0.982096028,-3.4625556,1.203914636,1.892189962,10.5928674,2.09771304,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Ag3Au-Au-Ag,0.983005977,-3.86748783,1.195936061,1.923149542,12.85673469,2.214091236,7.58,1.3,1.93,5.01,-4.3,1.59,0.89
Os3Sc-Sc-Os,0.699874705,-1.214889796,2.316209257,0.619380749,2.854940889,1.729739865,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
Os3Ti-Ti-Os,0.713301697,-1.349589344,2.396585758,0.535914909,2.56649624,1.840652058,8.7,1.1,2.2,6.25,-1.5,1.49,1.13
